Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
rhodeus sinensis	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Acheilognathidae | Rhodeus			depend		multicellular		0.016677	43.6949	13	rhodeus sinensis	rhodeus sinensis	192373								subtropical	
rhodeus suigensis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Acheilognathidae | Rhodeus					multicellular		0.016733	44.9053	13	rhodeus suigensis	rhodeus suigensis	112179								freshwater	
rhodeus uyekii	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Cetacea | Odontoceti | Iniidae | Inia | Inia geoffrensis			depend		multicellular		0.016817	44.6275	13	rhodeus uyekii	rhodeus uyekii	339858								tropical	
rhodomonas salina	36	122																									planktonic																												Life | Cellular | Eukaryota | Cryptista | Cryptophyta | Pyrenomonadales | Pyrenomonadaceae | Rhodomonas							0.048063	29.8317	44	rhodomonas salina	rhodomonas salina	52970									
rhodopsona rubiginosa	13																																																											multicellular		0.015248	21.0782	13	rhodopsona rubiginosa	rhodopsona rubiginosa	1560033									
rhodosoma turcicum	13																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Tunicata | Ascidiacea | Phlebobranchia | Corellidae | Rhodosoma					multicellular		0.014677	32.8541	13	rhodosoma turcicum	rhodosoma turcicum	1256665								tropical ocean	
rhodotorula mucilaginosa	15										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Nectriaceae | Fusarium			depend		unicellular		0.047023	40.4292	31	rhodotorula mucilaginosa	rhodotorula mucilaginosa	5537									
rhombodera brachynota	13																																																											multicellular		0.016616	25.2046	13	rhombodera brachynota	rhombodera brachynota	1911934									
rhombodera valida	13																																																											multicellular		0.016308	25.184	13	rhombodera valida	rhombodera valida	1911935									
rhopaea magnicornis	13					hostOf																																																	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Coleoptera | Polyphaga | Scarabaeiformia | Scarabaeoidea | Melolonthidae | Rhopaea			depend		multicellular		0.017522	24.4093	13	rhopaea magnicornis	rhopaea magnicornis	272071									
rhopalocaulis grandidieri	13																																																											multicellular		0.014523	36.845	13	rhopalocaulis grandidieri	rhopalocaulis grandidieri	1094772									
rhopalomyia pomum	13					hostOf				parasitizedBy	symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Diptera | Bibionomorpha | Cecidomyiidae | Rhopalomyia			depend		multicellular		0.014503	14.8452	13	rhopalomyia pomum	rhopalomyia pomum	608481									
rhopalopsole bulbifera	13																																																											multicellular		0.015599	29.316	13	rhopalopsole bulbifera	rhopalopsole bulbifera	1926546									
rhopilema esculentum	13																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Cnidaria | Scyphozoa | Rhizostomeae | Rhizostomatidae | Rhopilema					multicellular		0.015855	30.2113	13	rhopilema esculentum	rhopilema esculentum	499914								coastal	
rhyacichthys aspro	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Myiarchus			depend		multicellular		0.016518	48.0506	13	rhyacichthys aspro	rhyacichthys aspro	86220								montane forest	
rhyacionia leptotubula	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Tortricoidea | Tortricidae | Rhyacionia					multicellular		0.015877	19.7141	13	rhyacionia leptotubula	rhyacionia leptotubula	1111782									
rhyacotriton variegatus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Leuciscidae | Alburnus					multicellular		0.021606	31.8708	13	rhyacotriton variegatus	rhyacotriton variegatus	291264								temperate	
rhynchactis macrothrix	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Lophiiformes | Ceratioidei | Gigantactinidae | Rhynchactis					multicellular		0.017072	47.8034	13	rhynchactis macrothrix	rhynchactis macrothrix	412649								oceanic bathypelagic zone	
rhynchobatus australiae	13					hostOf		mutualisticWith		parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Tyrannidae | Agriornis			depend		multicellular		0.016804	40.1512	13	rhynchobatus australiae	rhynchobatus australiae	335006								headwater	
rhynchocinetes durbanensis	13																										planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Nematocarcinoidea | Rhynchocinetidae | Rhynchocinetes					multicellular		0.017695	31.8847	13	rhynchocinetes durbanensis	rhynchocinetes durbanensis	516932								marine benthic	
rhynchocypris lagowskii	13																																								7														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Octopodiformes | Octopoda | Incirrata | Octopodoidea | Octopodidae | Abdopus					multicellular		0.016599	43.9846	13	rhynchocypris lagowskii	rhynchocypris lagowskii	219677								tropical	
rhynchocypris percnurus	13				hasEndoparasite	hostOf	isEatenBy			parasitizedBy	symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Leuciscidae | Rhynchocypris			depend				0.016602	42.0612	13	rhynchocypris percnurus	rhynchocypris percnurus	219678								lake	
rhynchocypris percnurus mantschuricus	13																																																											multicellular		0	0	0	rhynchocypris percnurus mantschuricus	rhynchocypris percnurus mantschuricus	357291									
rhynchocypris percnurus sachalinensis	13																																																											multicellular		0.016602	42.0612	13	rhynchocypris percnurus sachalinensis	rhynchocypris percnurus sachalinensis	319226									
rhyncholestes raphanurus	13													Valdivian temperate forests																																		omnivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Paucituberculata | Caenolestidae | Rhyncholestes					multicellular		0.016727	36.4381	13	rhyncholestes raphanurus	rhyncholestes raphanurus	33559								terrestrial	
rhynchopelates oxyrhynchus	13										symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Centrarchiformes | Terapontoidei | Terapontidae | Rhynchopelates			depend		multicellular		0.016631	46.3051	13	rhynchopelates oxyrhynchus	rhynchopelates oxyrhynchus	270585								freshwater	
rhynchophorus ferrugineus	13										symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Coleoptera | Polyphaga | Cucujiformia | Curculionoidea | Dryophthoridae | Rhynchophorus			depend		multicellular		0.015924	25.6782	13	rhynchophorus ferrugineus	rhynchophorus ferrugineus	354439								tropical	
rhynchopsitta terrisi	13													Sierra Madre Oriental pine-oak forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Muscicapoidea | Turdidae | Myadestes					multicellular		0.017027	45.0931	13	rhynchopsitta terrisi	rhynchopsitta terrisi	1358780								terrestrial	
rhynochetos jubatus	13													New Caledonia rain forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | Eurypygiformes | Rhynochetidae | Rhynochetos					multicellular		0.016937	44.512	13	rhynochetos jubatus	rhynochetos jubatus	54386								mountain	
rhynocoris incertis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera | Cimicomorpha | Reduvioidea | Reduviidae					multicellular		0.015707	27.7774	13	rhynocoris incertis	rhynocoris incertis	488303								terrestrial	
rhyticeros undulatus	13					hostOf				parasitizedBy	symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Bucerotiformes | Bucerotidae | Rhyticeros			depend		multicellular		0.017842	47.3265	13	rhyticeros undulatus	rhyticeros undulatus	866438								terrestrial	
rhyzopertha dominica	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Coleoptera | Polyphaga | Bostrichiformia | Bostrichoidea | Bostrichidae | Rhyzopertha			depend		multicellular		0.015859	25.6574	13	rhyzopertha dominica	rhyzopertha dominica	92692								terrestrial	
ricania marginalis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Fulgoromorpha | Ricaniidae					multicellular		0.015698	23.8757	13	ricania marginalis	ricania marginalis	1082597								terrestrial	
ricania speculum	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Muscicapoidea | Turdidae | Turdus					multicellular		0.015729	24.2482	13	ricania speculum	ricania speculum	1902407								mountain	
ricasolia amplissima	15																																																						"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Rhizaria | Retaria | Foraminifera | Globothalamea | Rotaliida | Nummulitoidea | Nummulitidae"					multicellular		0.082333	29.8252	16	ricasolia amplissima	ricasolia amplissima	209564									
riccia fluitans	41	83																																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Marchantiophyta | Marchantiopsida | Marchantiales | Ricciaceae | Riccia					multicellular		0.185621	42.3605	42	riccia fluitans	riccia fluitans	41844								pond	
richardsonius balteatus	13					hostOf		mutualisticWith		parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias			depend		multicellular		0.016646	44.7795	13	richardsonius balteatus	richardsonius balteatus	86930								marine	
ricinoides karschii	13																																																											multicellular		0.014614	33.4748	13	ricinoides karschii	ricinoides karschii	1238228									
ricinus communis	37	75				hostOf										sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend	C3 photosynthetic plant	multicellular	MSH1	0	0	0	ricinus communis	ricinus communis	3988								desert	
ricordea florida	13																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Cnidaria | Anthozoa | Corallimorpharia | Ricordeidae					multicellular		0.021376	37.8649	13	ricordea florida	ricordea florida	165100								marine benthic	
ricordea yuma	13																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Troglodytidae | Pheugopedius					multicellular		0.022015	37.6016	13	ricordea yuma	ricordea yuma	51832								coastal	
ridgeia piscesae	13															sessile									sessile		tubicolous																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Annelida | Sedentaria | Siboglinidae | Ridgeia					multicellular		0.015002	36.8218	13	ridgeia piscesae	ridgeia piscesae	27915								marine benthic	
riftia pachyptila	13															sessile									sessile		tubicolous																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Passeroidea | Fringillidae | Spinus					multicellular		0.014987	33.2421	13	riftia pachyptila	riftia pachyptila	6426								subtropical	
rimicaris exoculata	13																										planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Pleocyemata | Caridea | Bresilioidea | Alvinocarididae | Rimicaris					multicellular		0.015902	34.3039	13	rimicaris exoculata	rimicaris exoculata	71621									
rimicaris kairei	13																										planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Pleocyemata | Caridea | Bresilioidea | Alvinocarididae | Rimicaris					multicellular		0.0159	34.1887	13	rimicaris kairei	rimicaris kairei	651863									
riptortus pedestris	13					hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Chalcidoidea | Aphelinidae | Pteroptrix			depend		multicellular		0.017191	23.4076	13	riptortus pedestris	riptortus pedestris	329032									
risoba prominens	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Macroheterocera | Noctuoidea | Nolidae | Risoba					multicellular		0.015343	18.9337	13	risoba prominens	risoba prominens	1485277									
rita rita	13					hostOf		mutualisticWith		parasitizedBy														eats																	8														Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria			depend		multicellular		0.016449	41.6986	13	rita rita	rita rita	337745								coastal	
robertsicus elaphensis	13																																																											multicellular		0.014627	19.546	13	robertsicus elaphensis	robertsicus elaphensis	2599317									
robinsia catherinae	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Elopomorpha | Anguilliformes | Ophichthidae | Leptocephalus					multicellular		0.016627	43.5136	13	robinsia catherinae	robinsia catherinae	118149								oceanic bathypelagic zone	
roboastra europaea	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Nudibranchia | Polyceroidea | Polyceridae					multicellular		0.014472	33.8516	13	roboastra europaea	tyrannodoris europaea	189538								marine benthic	
rocio octofasciata	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf													eats																	8														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Cichliformes | Cichlidae | Rocio			depend		multicellular		0.016539	45.5469	13	rocio octofasciata	rocio octofasciata	661982								cave	
rodentolepis nana	12																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Chalcidoidea | Pteromalidae | Eunotus					multicellular		0.013764	27.027	12	rodentolepis nana	rodentolepis nana	102285									
roisinitermes ebogoensis	13																																																											multicellular		0.015933	33.2078	13	roisinitermes ebogoensis	roisinitermes ebogoensis	2483479									
romanogobio ciscaucasicus	13												6											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Gobionidae | Romanogobio					multicellular		0.016603	43.5524	13	romanogobio ciscaucasicus	romanogobio ciscaucasicus	516016								freshwater	
romanogobio tenuicorpus	13						isEatenBy				symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias			depend		multicellular		0.0166	43.9157	13	romanogobio tenuicorpus	romanogobio tenuicorpus	328535								marine	
romanomermis culicivorax	12																																																						Adenophorea | Mermithida | Mermithidae					multicellular		0.026194	20.6536	14	romanomermis culicivorax	romanomermis culicivorax	13658								marsh	
romanomermis iyengari	12																																																											multicellular		0.018919	20.4926	13	romanomermis iyengari	romanomermis iyengari	416168									
romanomermis nielseni	12																																																											multicellular		0.015546	20.8542	12	romanomermis nielseni	romanomermis nielseni	416167									
rondeletia loricata	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Beryciformes | Stephanoberycoidei | Rondeletiidae | Rondeletia					multicellular		0.01653	45.6322	13	rondeletia loricata	rondeletia loricata	88713								tropical ocean	
rondotia menciana	13					hostOf				parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Chalcidoidea | Encyrtidae | Neastymachus			depend		multicellular		0.015301	21.1359	13	rondotia menciana	rondotia menciana	1221527									
rotaria rotatoria	12																																																											multicellular		0.015319	26.8686	12	rotaria rotatoria	rotaria rotatoria	231624									
rousettus aegyptiacus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Myopsida | Loliginidae | Sepioteuthis					multicellular		0.016706	41.9071	13	rousettus aegyptiacus	rousettus aegyptiacus	9407								marine	
rousettus amplexicaudatus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Chiroptera | Pteropodidae					multicellular		0.016509	42.1831	13	rousettus amplexicaudatus	rousettus amplexicaudatus	58083								terrestrial	
roya obtusa	39	83																									planktonic																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Zygnemophyceae | Zygnematales | Mesotaeniaceae | Roya					multicellular		0.069465	26.8293	41	roya obtusa	roya obtusa	104537									
rubeotermes jheringi	13																																																											multicellular		0.014898	32.1654	13	rubeotermes jheringi	rubeotermes jheringi	1778934									
rucervus duvaucelii	13													Terai-Duar savanna and grasslands							Not Monogamous						fossorial and_or ground dwelling							viviparous	Social Group Living													herbivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Cervidae | Cervinae | Rucervus							0.016342	37.731	13	rucervus duvaucelii	rucervus duvaucelii	43328								terrestrial	
rucervus duvaucelii branderi	13																																																											multicellular		0.016407	37.6059	13	rucervus duvaucelii branderi	rucervus duvaucelii branderi	1704528									
rucervus eldii	13						isEatenBy	mutualisticWith			symbiontOf		2328	Kayah-Karen montane rain forests													fossorial and_or ground dwelling							viviparous														herbivore		107					"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Rhizaria | Retaria | Radiolaria | Polycystinea | Nassellaria | Artostrobiidae | Siphocampe"			depend		multicellular		0.016357	38.1671	13	rucervus eldii	rucervus eldii	1088090								terrestrial	
rudarius ercodes	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Tetraodontiformes | Balistoidei | Monacanthidae | Rudarius					multicellular		0.016447	43.1264	13	rudarius ercodes	rudarius ercodes	392931								marine reef	
ruditapes decussatus	13												8											eats						aragonite																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Venerida | Veneroidea | Veneridae | Ruditapes					multicellular		0.018995	37.0466	13	ruditapes decussatus	ruditapes decussatus	104385								coastal	
ruditapes philippinarum	12						isEatenBy				symbiontOf		16											eats						aragonite																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Venerida | Veneroidea | Veneridae | Ruditapes			depend		multicellular		0.022089	30.4133	13	ruditapes philippinarum	ruditapes philippinarum	129788								subtropical	
rugilus geniculatus	13																																																											multicellular		0.01764	20.7029	13	rugilus geniculatus	rugilus geniculatus	878974									
rugosa tientaiensis	13																																																											multicellular		0.017681	42.8765	13	rugosa tientaiensis	glandirana tientaiensis	121168									
ruidocollaris obscura	13																																																											multicellular		0.016424	26.5161	13	ruidocollaris obscura	ruidocollaris obscura	948400									
runchomyia reversa	13																																																											multicellular		0.015302	20.86	13	runchomyia reversa	runchomyia reversa	2597063									
