Scientific.Name	countsPT	countsMT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
triplostegia glandulifera	72																																																											multicellular		0.15756	37.9265	76	triplostegia glandulifera	triplostegia glandulifera	59180									
tydemania expeditionis	72																																																											unicellular		0.1052	32.8337	92	tydemania expeditionis	tydemania expeditionis	325645									
udotea argentea	72																																																											unicellular		0.091555	30.0016	88	udotea argentea	udotea argentea	189445									
valeriana officinalis	72					hostOf		mutualisticWith		parasitizedBy																	terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Caprifoliaceae | Valeriana			depend	C3 photosynthetic plant	multicellular		0.151505	38.4476	76	valeriana officinalis	valeriana officinalis	19953								mountain	
viburnum utile	72																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Adoxaceae | Viburnum				C3 photosynthetic plant	multicellular		0.15762	38.1049	83	viburnum utile	viburnum utile	237963								terrestrial	
vicia sativa	72					hostOf	isEatenBy	mutualisticWith		parasitizedBy							high tolerance		no			low tolerance	fast				terrestrial plant	low tolerance	low tolerance		yes	none					low N fixation	terrestrial plant					broad		C3 photosynthetic plant	seed	low tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Vicia	tolerance		depend	C3 photosynthetic plant	multicellular		0.122467	35.1507	75	vicia sativa	vicia sativa	3908								terrestrial	
vicia sepium	72						isEatenBy		parasiteOf		symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Vicia			depend	C3 photosynthetic plant	multicellular		0.124095	35.0256	76	vicia sepium	vicia sepium	347188								terrestrial	
vigna radiata	72	31									symbiontOf						low tolerance		no			none	fast				terrestrial plant	low tolerance	none		no	none					medium  N fixation	terrestrial plant					broad		C3 photosynthetic plant		none				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Vigna	tolerance		depend	C3 photosynthetic plant	multicellular		0.151271	35.2348	82	vigna radiata	vigna radiata	157791								terrestrial	
watanabea reniformis	72																																																											unicellular		0.201425	41.2029	87	watanabea reniformis	watanabea reniformis	191674									
wisteria sinensis	72							mutualisticWith																			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Wisteria			depend	C3 photosynthetic plant	multicellular		0.130561	34.3962	75	wisteria sinensis	wisteria sinensis	20997								temperate	
zabelia biflora	72																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Caprifoliaceae | Zabelia				C3 photosynthetic plant	multicellular		0.157326	38.4081	76	zabelia biflora	zabelia biflora	486693								terrestrial	
zabelia triflora	72																																										broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Dipsacales | Caprifoliaceae | Zabelia				C3 photosynthetic plant	multicellular		0.156827	38.4175	76	zabelia triflora	zabelia triflora	86867									
zenia insignis	72																																																		woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Zenia					multicellular		0.159714	36.2805	80	zenia insignis	zenia insignis	162940								terrestrial	
acacia ligulata	73	37																									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Acacia				C3 photosynthetic plant	multicellular		0.174233	35.3745	89	acacia ligulata	acacia ligulata	138025									
aconitum angustius	73																																																											multicellular		0.156109	38.0497	82	aconitum angustius	aconitum angustius	1045221									
aconitum finetianum	73																																																											multicellular		0.155625	38.0498	82	aconitum finetianum	aconitum finetianum	219064									
aconitum sinomontanum	73																																												C3 photosynthetic plant										Unknown				C3 photosynthetic plant	multicellular		0.157215	37.9945	82	aconitum sinomontanum	aconitum sinomontanum	215066									
aegilops cylindrica	73					hostOf	isEatenBy	mutualisticWith	parasiteOf									graminoid		annual							terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Aegilops			depend	C3 photosynthetic plant	multicellular		0.11349	37.2896	77	aegilops cylindrica	aegilops cylindrica	130456									
aegilops speltoides	73																	graminoid									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Aegilops | Aegilops speltoides				C3 photosynthetic plant	multicellular		0.113536	37.2543	77	aegilops speltoides	aegilops speltoides	4573									
aesculus wangii	73																	woody																																					Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Spermatophytes | Angiosperms | Eudicots | Core | Superrosids | Rosids | Sapindales | Sapindaceae | Aesculus | Aesculus wangii					multicellular		0.155871	37.9545	84	aesculus wangii	aesculus wangii	171883									
allium cepa	73	26				hostOf		mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Amaryllidaceae | Allium			depend	C3 photosynthetic plant	multicellular	MSH1	0.153538	36.8085	83	allium cepa	allium cepa	4679									
ammopiptanthus mongolicus	73	33																									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Ammopiptanthus				C3 photosynthetic plant	multicellular		0.153935	36.8669	85	ammopiptanthus mongolicus	ammopiptanthus mongolicus	126911									
ammopiptanthus nanus	73																																																											multicellular		0.15414	36.836	85	ammopiptanthus nanus	ammopiptanthus nanus	111851									
anemone chinensis	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Ranunculaceae | Pulsatilla				C3 photosynthetic plant	multicellular		0.162052	37.5009	89	anemone chinensis	anemone chinensis	714493									
anemone henryi	73																																																											multicellular		0.159276	37.9599	90	anemone henryi	anemone henryi	387290									
aneura pinguis	73					hostOf		mutualisticWith		parasitizedBy	symbiontOf			Cerrado													lithophyte											lithophyte																	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Marchantiophyta | Jungermanniopsida | Metzgeriales | Aneuraceae | Aneura			depend		multicellular		0.120698	40.0205	73	aneura pinguis	aneura pinguis	39026									
anoectochilus emeiensis	73																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Anoectochilus					multicellular		0.15265	36.8745	81	anoectochilus emeiensis	anoectochilus emeiensis	1661584									
anthericum ramosum	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Asparagaceae | Anthericum				C3 photosynthetic plant	multicellular		0.155812	37.2924	82	anthericum ramosum	anthericum ramosum	81729									
apios americana	73						isEatenBy	mutualisticWith					moderate life span				high tolerance		no			high tolerance	fast					none	low tolerance		no	low tolerance					medium  N fixation						broad		C3 photosynthetic plant		high tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Apios	tolerance		depend	C3 photosynthetic plant	multicellular		0.148772	35.4979	82	apios americana	apios americana	185702									
aquilaria malaccensis	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malvales | Thymelaeaceae | Aquilaria				C3 photosynthetic plant	multicellular		0.174832	36.709	92	aquilaria malaccensis	aquilaria malaccensis	223753									
aquilegia coerulea	73							mutualisticWith																																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Ranunculaceae | Aquilegia			depend		multicellular	MSH1	0.161429	39.0463	81	aquilegia coerulea	aquilegia coerulea	218851									
aquilegia ecalcarata	73																																																											multicellular		0.161795	38.9672	81	aquilegia ecalcarata	aquilegia ecalcarata	46965									
arabis alpina	73	31																									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Arabis				C3 photosynthetic plant	multicellular	MSH1	0	0	0	arabis alpina	arabis alpina	50452									
aronia arbutifolia	73						isEatenBy																				terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Rosaceae | Aronia				C3 photosynthetic plant	multicellular		0.159777	36.6004	83	aronia arbutifolia	aronia arbutifolia	36594									
astragalus mongholicus	73					hostOf	isEatenBy			parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Astragalus			depend	C3 photosynthetic plant			0.123582	34.0907	76	astragalus mongholicus	astragalus mongholicus	119829									
balsamocarpon brevifolium	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Balsamocarpon				C3 photosynthetic plant	multicellular		0.156953	36.646	82	balsamocarpon brevifolium	balsamocarpon brevifolium	191878									
banara guianensis	73						isEatenBy							Cerrado													terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malpighiales | Salicaceae | Banara				C3 photosynthetic plant	multicellular		0.158577	36.5375	86	banara guianensis	banara guianensis	124850									
banisteriopsis caapi	73																																																											multicellular		0.158473	36.8284	80	banisteriopsis caapi	banisteriopsis caapi	577683									
barbeuia madagascariensis	73																																																											multicellular		0.126006	36.8784	76	barbeuia madagascariensis	barbeuia madagascariensis	169262									
bennettiodendron brevipes	73																																										broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malpighiales | Salicaceae | Bennettiodendron					multicellular		0.158605	36.6716	86	bennettiodendron brevipes	bennettiodendron brevipes	2590034									
berberis amurensis	73					hostOf		mutualisticWith		parasitizedBy								shrub									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Berberidaceae | Berberis			depend	C3 photosynthetic plant	multicellular		0.166636	38.0356	94	berberis amurensis	berberis amurensis	258140									
berberis koreana	73					hostOf				parasitizedBy								shrub																									broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Berberidaceae | Berberis				C3 photosynthetic plant	multicellular		0.166758	38.0372	94	berberis koreana	berberis koreana	211974									
boodleopsis pusilla	73																																																											unicellular		0.107336	35.1056	100	boodleopsis pusilla	boodleopsis pusilla	381415									
boodleopsis sp. h.0758	73																																																													0.075962	27.0675	78	boodleopsis sp. h.0758	boodleopsis sp. h.0758	2320802									
brachypodium distachyon	73						isEatenBy	mutualisticWith										graminoid									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Brachypodium			depend	C3 photosynthetic plant	multicellular	MSH1	0.135199	38.5698	81	brachypodium distachyon	brachypodium distachyon	15368									
broussonetia kazinoki x broussonetia papyrifera	73																																																													0.160239	35.8315	88	broussonetia kazinoki x broussonetia papyrifera	broussonetia kazinoki x broussonetia papyrifera	1736113									
bruinsmia polysperma	73																																																											multicellular		0.157879	36.7693	85	bruinsmia polysperma	bruinsmia polysperma	1842555									
bruinsmia styracoides	73																																										broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Ericales | Styracaceae | Bruinsmia					multicellular		0.156434	36.7184	82	bruinsmia styracoides	bruinsmia styracoides	167983									
bryopsis plumosa	73						isEatenBy																																																Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Ulvophyceae | Bryopsidales | Bryopsidaceae | Bryopsis					unicellular		0.106859	30.7648	87	bryopsis plumosa	bryopsis plumosa	3130									
bryopsis sp. hv04063	73																																																													0.100655	28.5361	88	bryopsis sp. hv04063	bryopsis sp. hv04063	1979421									
bunchosia argentea	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malpighiales | Malpighiaceae | Bunchosia				C3 photosynthetic plant	multicellular		0.158741	36.477	82	bunchosia argentea	bunchosia argentea	2545980									
camellia danzaiensis	73																																																											multicellular		0.156576	37.3397	87	camellia danzaiensis	camellia danzaiensis	1339356									
caragana korshinskii	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Caragana				C3 photosynthetic plant	multicellular		0.129331	34.3584	76	caragana korshinskii	caragana korshinskii	220689									
caragana kozlowii	73																																																											multicellular		0.131274	34.495	76	caragana kozlowii	caragana kozlowii	1641311									
caragana microphylla	73							mutualisticWith			symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Caragana			depend	C3 photosynthetic plant	multicellular		0.130029	34.2624	76	caragana microphylla	caragana microphylla	220690									
caragana rosea var. rosea	73																																																													0.133122	34.8395	77	caragana rosea var. rosea	caragana rosea var. rosea	2051892									
cardiocrinum cathayanum	73																	herbaceous		perennial							terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Liliales | Liliaceae | Cardiocrinum					multicellular		0.152416	37.0821	81	cardiocrinum cathayanum	cardiocrinum cathayanum	859523									
carmichaelia australis	73																																										photosynthetic stem		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Carmichaelia				C3 photosynthetic plant	multicellular		0.122805	34.2763	76	carmichaelia australis	carmichaelia australis	99010									
carpinus putoensis	73																										terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fagales | Betulaceae | Carpinus					multicellular		0.159673	36.4457	83	carpinus putoensis	carpinus putoensis	88033									
carpinus viminea	73																										terrestrial plant											terrestrial plant					broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fagales | Betulaceae | Carpinus					multicellular		0.158681	36.4971	82	carpinus viminea	carpinus viminea	176864									
carrierea calycina	73																																										broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Malpighiales | Salicaceae | Carrierea					multicellular		0.158085	36.7948	86	carrierea calycina	carrierea calycina	312356									
carya illinoinensis	73							mutualisticWith					high life span				low tolerance		no			low tolerance	slow				terrestrial plant	none	low tolerance		yes	low tolerance						terrestrial plant					broad		C3 photosynthetic plant		none				woody				Plantae | Charophyta | Equisetopsida | Fagales | Juglandaceae | Carya	tolerance		depend	C3 photosynthetic plant	multicellular		0.160819	36.15	83	carya illinoinensis	carya illinoinensis	32201									
castanopsis concinna	73																										terrestrial plant											terrestrial plant					broad								woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fagales | Fagaceae | Castanopsis					multicellular		0.160606	36.8031	82	castanopsis concinna	castanopsis concinna	1754207									
chlorella variabilis	73	31				hostOf					symbiontOf	photoautotroph																																											Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Trebouxiophyceae | Chlorellales | Chlorellaceae | Chlorella		aquatic	depend		unicellular	MSH1	0.124579	34.013	80	chlorella variabilis	chlorella variabilis	554065									
choricystis parasitica	73																																																											unicellular		0.094206	45.4451	79	choricystis parasitica	choricystis parasitica	41300									
cicer arietinum	73					hostOf	isEatenBy			parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Cicer			depend	C3 photosynthetic plant	multicellular	MSH1	0.125319	33.9063	75	cicer arietinum	cicer arietinum	3827									
cinnamomum micranthum	73						isEatenBy											evergreen																																	woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Magnoliids | Laurales | Lauraceae | Cinnamomum					multicellular		0.152675	39.1308	79	cinnamomum micranthum	cinnamomum micranthum	337465									
cinnamomum yabunikkei	73																	evergreen																																	woody				Unknown					multicellular		0.152731	39.1551	79	cinnamomum yabunikkei	cinnamomum yabunikkei	2047775									
codium arenicola	73																										algae																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Ulvophyceae | Bryopsidales | Codiaceae | Codium							0.083933	29.1089	85	codium arenicola	codium arenicola	1191365									
colobanthus apetalus	73																																																											multicellular		0.151228	36.6546	82	colobanthus apetalus	colobanthus apetalus	308174									
consolida ajacis	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Ranunculales | Ranunculaceae | Consolida				C3 photosynthetic plant	multicellular		0.1559	38.3246	82	consolida ajacis	consolida ajacis	37494									
cryptomonas paramecium	73																										planktonic																												Life | Cellular | Eukaryota | Cryptista | Cryptophyta | Cryptomonadales | Cryptomonadaceae | Cryptomonas							0.077717	38.1422	82	cryptomonas paramecium	cryptomonas paramecium	2898									
cydonia oblonga	73						isEatenBy		parasiteOf				moderate life span				low tolerance		no			low tolerance	slow				terrestrial plant	none	low tolerance		no	low tolerance						terrestrial plant					broad		C3 photosynthetic plant		none				woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Rosaceae | Cydonia	tolerance		depend	C3 photosynthetic plant	multicellular		0.159643	36.5891	83	cydonia oblonga	cydonia oblonga	36610									
dalbergia cultrata	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Dalbergia				C3 photosynthetic plant	multicellular		0.156385	36.0514	85	dalbergia cultrata	dalbergia cultrata	862910									
dalbergia hainanensis	73																										terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Dalbergia				C3 photosynthetic plant	multicellular		0.156073	36.0876	86	dalbergia hainanensis	dalbergia hainanensis	1544808									
daniellia pilosa	73																																																											multicellular		0.159243	36.0185	79	daniellia pilosa	daniellia pilosa	1971661									
derbesia sp. west4838	73																																																													0.115765	29.6532	97	derbesia sp. west4838	derbesia sp. west4838	1847751									
desmodium heterocarpon	73						isEatenBy																				terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Desmodium | Desmodium heterocarpon				C3 photosynthetic plant			0.149696	35.2013	82	desmodium heterocarpon	grona heterocarpos	499991									
dicloster acuatus	73																										planktonic																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Trebouxiophyceae | unclassified Trebouxiophyceae | Dicloster					unicellular		0.169201	30.0246	87	dicloster acuatus	dicloster acuatus	91190									
dillenia indica	73																	woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Dilleniales | Dilleniaceae | Dillenia				C3 photosynthetic plant	multicellular		0.159266	36.6174	83	dillenia indica	dillenia indica	4378									
dracaena cambodiana	73																										terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Asparagaceae | Dracaena					multicellular		0.156697	37.6057	83	dracaena cambodiana	dracaena cambodiana	580341									
dunalia solanacea	73																																																											multicellular		0.156869	37.6505	82	dunalia solanacea	dunalia solanacea	362347									
echinochloa colona	73						isEatenBy	mutualisticWith									low tolerance	graminoid	no			medium (normal)	moderate				terrestrial plant	none	low tolerance		no	medium (normal)						terrestrial plant					broad		C4 photosynthetic plant		low tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Echinochloa	tolerance		depend	C4 photosynthetic plant	multicellular		0.139719	38.6383	87	echinochloa colona	echinochloa colona	90396									
echinochloa frumentacea	73																low tolerance	graminoid	no			medium (normal)	fast				terrestrial plant	low tolerance	low tolerance		no	medium (normal)						terrestrial plant					broad		C4 photosynthetic plant		high tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Echinochloa	tolerance			C4 photosynthetic plant	multicellular		0.139593	38.6366	87	echinochloa frumentacea	echinochloa frumentacea	158098									
echinochloa oryzicola	73																																																											multicellular		0.139891	38.6322	82	echinochloa oryzicola	echinochloa oryzicola	338574									
elliptochloris bilobata	73																																																											unicellular		0.134677	45.7665	82	elliptochloris bilobata	elliptochloris bilobata	381761									
eragrostis tenellula	73																	graminoid									terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Poaceae | Eragrostis					multicellular		0.130773	38.3955	78	eragrostis tenellula	eragrostis tenellula	2528931									
